"","City","FarmType","Farm","IOClass1","IOClass2","OtherName","CropsConcerned","UsedInLCA","Harvested","HarvestUnit","HarvestSubsetsUnit","SalesUnit","UnitPrice"
"273","London","Urban Collective Garden","GC","Crop","Mustard Greens","","Mustard Greens","No",0.675,"","kg","GBP",20.69
"274","London","Urban Collective Garden","ZJ","Crop","Mixed salad greens","","Mixed salad greens","Yes",34.293,"Kilogram","kg","GBP",20.69
"275","London","Urban Farm","YM","Crop","Mixed salad greens","","Mixed salad greens","Yes",1549,"Kilogram","kg","GBP",20.69
"276","London","Urban Farm","HG","Crop","Beet- leaves","Beetroot leaves","Beet- leaves","Yes",74.826,"Kilogram","kg","GBP",20.69
"277","London","Urban Farm","HG","Crop","Beet- leaves","Beet leaves","Beet- leaves","Yes",21.862,"Kilogram","kg","GBP",20.69
"278","London","Urban Farm","HG","Crop","Mixed salad greens","","Mixed salad greens","Yes",104.492,"Kilogram","kg","GBP",20.69
"279","London","Urban Farm","HG","Crop","Dock","Sorrel","Dock","Yes",10.622,"Kilogram","kg","GBP",20.69
"280","London","Urban Farm","HG","Crop","Mustard Greens","Cooking greens","Mustard Greens","Yes",20.235,"Kilogram","kg","GBP",20.69
"281","London","Urban Collective Garden","GC","Crop","Mixed salad greens","","Mixed salad greens","No",16.175,"","kg","GBP",20.69
"282","Hertford","Urban Collective Garden","GY","Crop","Mixed salad greens","","Mixed salad greens","Yes",5.5,"","kg","GBP",20.69
"283","London","Urban Collective Garden","HS","Crop","Nettle","","Nettle","Yes",1.568,"Kilogram","kg","GBP",20.69
"284","London","Urban Collective Garden","HS","Crop","Beet- leaves","Leaves","Beet- leaves","Yes",0.748,"Kilogram","kg","GBP",20.69
"285","London","Urban Collective Garden","HS","Crop","Shepherd's Purse","","Shepherd's Purse","Yes",1.265,"Kilogram","kg","GBP",20.69
"286","London","Urban Collective Garden","HS","Crop","Mixed salad greens","","Mixed salad greens","Yes",0.55,"Kilogram","kg","GBP",20.69
"287","London","Urban Farm","HG","Crop","Other (edible flowers)","Mustard","Other (edible flowers)","Yes",0.069,"Kilogram","kg","GBP",20.69
"288","London","Urban Farm","HG","Crop","Other","Raspberry leaf","Other","Yes",3.082,"Kilogram","kg","GBP",20.69
"289","London","Urban Farm","HG","Crop","Elder flower","Elderflower","Elder flower","Yes",16.022,"Kilogram","kg","GBP",20.69
"290","London","Urban Farm","HG","Crop","Other","Linden","Other","Yes",5.91,"Kilogram","kg","GBP",20.69
"291","London","Urban Farm","YM","Crop","Dock","Sorrel","Dock","Yes",12,"Kilogram","kg","GBP",20.69
"292","London","Urban Farm","YM","Crop","Dock","Sorrel Buckler","Dock","Yes",3,"Kilogram","kg","GBP",20.69
"293","London","Urban Farm","YM","Crop","Nasturtium","Leaves","Nasturtium","Yes",47,"Kilogram","kg","GBP",20.69
"294","Münster","Urban Individual Garden","UD","Crop","Raspberries","","Raspberries","Yes",0.535,"","kg","EUR",20
"295","Münster","Urban Individual Garden","XZ","Crop","Raspberries","","Raspberries","Yes",1.2,"","kg","EUR",20
"296","Dortmund","Urban Individual Garden","YQ","Crop","Raspberries","","Raspberries","Yes",2.98,"","kg","EUR",20
"297","Paris","Mixed model","BG","Crop","Basil","","Basil","Yes",5.015,"Kilogram","kg","EUR",20
"298","Paris","Mixed model","UZ","Crop","Raspberries","","Raspberries","Yes",0,"Kilogram","kg","EUR",20
"299","Dortmund","Urban Individual Garden","PV","Crop","Raspberries","","Raspberries","Yes",0.2,"","kg","EUR",20
"300","Bochum","Urban Individual Garden","RO","Crop","Raspberries","","Raspberries","Yes",1.48,"","kg","EUR",20
"301","Münster","Urban Individual Garden","NE","Crop","Raspberries","","Raspberries","Yes",0.25,"","kg","EUR",20
"302","Münster","Urban Individual Garden","LO","Crop","Raspberries","","Raspberries","Yes",1.85,"","kg","EUR",20
"303","Paris","Mixed model","UZ","Crop","Basil","","Basil","Yes",3.53,"Kilogram","kg","EUR",20
"304","Aubervilliers","Urban Farm","NT","Crop","Basil","","Basil","Yes",6.85,"Kilogram","kg","EUR",20
"305","Aubervilliers","Urban Farm","NT","Crop","Raspberries","","Raspberries","Yes",19.8,"Kilogram","kg","EUR",20
"306","Münster","Urban Individual Garden","AS","Crop","Raspberries","","Raspberries","Yes",1.1,"","kg","EUR",20
"307","Lünen","Urban Individual Garden","AZ","Crop","Raspberries","","Raspberries","Yes",0.85,"","kg","EUR",20
"308","Bochum","Urban Individual Garden","JM","Crop","Raspberries","","Raspberries","Yes",1.23,"","kg","EUR",20
"309","Paris","Mixed model","BG","Crop","Other (herbs)","","Other (herbs)","Yes",0,"Kilogram","kg","EUR",20
"310","Paris","Mixed model","UZ","Crop","Lemongrass","Lemongrass","Lemongrass","Yes",0,"Kilogram","kg","EUR",20
"311","Paris","Mixed model","UZ","Crop","Other (herbs)","","Other (herbs)","Yes",0,"Kilogram","kg","EUR",20
"312","Nantes","Urban Individual Garden","ALFR7","Crop","Raspberries","","Raspberries","Yes",0,"","kg","EUR",20
"313","Paris","Mixed model","BG","Crop","Redcurrant","","Redcurrant","Yes",2.795,"Kilogram","kg","EUR",19.92
"314","Aubervilliers","Urban Farm","NT","Crop","Redcurrant","","Redcurrant","Yes",1.44,"Kilogram","kg","EUR",19.92
"315","Paris","Mixed model","BG","Crop","Raspberries","","Raspberries","Yes",6.71,"Kilogram","kg","EUR",19.92
"316","Nantes","Urban Individual Garden","ALFR10","Crop","Raspberries","","Raspberries","Yes",2.858,"Kilogram","kg","EUR",19.8
"317","London","Urban Farm","HG","Crop","Blackberries","","Blackberries","Yes",10.731,"Kilogram","kg","GBP",19.7
"318","Paris","Mixed model","BG","Crop","Lovage","","Lovage","Yes",0,"Kilogram","kg","EUR",19.5
"319","Paris","Mixed model","BG","Crop","Mixed salad greens","","Mixed salad greens","Yes",0.025,"Kilogram","kg","EUR",18
"320","Paris","Mixed model","BG","Crop","Dock","Sorrel","Dock","Yes",3.97,"Kilogram","kg","EUR",18
"321","Aubervilliers","Urban Farm","NT","Crop","Mixed salad greens","","Mixed salad greens","Yes",1.515,"Kilogram","kg","EUR",18
"322","Paris","Mixed model","BG","Crop","Berry (other)","","Berry (other)","Yes",0,"Kilogram","kg","EUR",18
"323","London","Urban Collective Garden","RC","Crop","Asparagus","","Asparagus","Yes",10.72,"","kg","GBP",17.81
"324","London","Urban Collective Garden","RC","Crop","Other","Quinoa","Other","Yes",0.07,"","kg","GBP",17.81
"325","London","Urban Collective Garden","AF","Crop","Basil","","Basil","No",0,"Kilogram","kg","GBP",17
"326","London","Urban Collective Garden","HS","Crop","Blackcurrant","Blackcurrant","Blackcurrant","Yes",0.44,"Kilogram","kg","GBP",16.88
"327","London","Urban Farm","HG","Crop","Blackcurrant","Blackcurrant","Blackcurrant","Yes",0.494,"Kilogram","kg","GBP",16.88
"328","Nantes","Urban Individual Garden","ALFR11","Crop","Artichoke","","Artichoke","Yes",0.9,"Head","kg","EUR",16.83
"329","Nantes","Urban Individual Garden","ALFR10","Crop","Artichoke","","Artichoke","Yes",9.9,"Head","kg","EUR",16.83
"330","London","Urban Collective Garden","ZJ","Crop","Arugula","","Arugula","Yes",2.669,"Kilogram","kg","GBP",16.49
"331","London","Urban Farm","HG","Crop","Arugula","","Arugula","Yes",2.152,"Kilogram","kg","GBP",16.49
"332","London","Urban Collective Garden","RC","Crop","Arugula","Wild","Arugula","Yes",0.6,"","kg","GBP",16.49
"333","London","Urban Individual Garden","FT","Crop","Arugula","","Arugula","No",0.27,"","kg","GBP",16.49
"334","London","Urban Collective Garden","HS","Crop","Arugula","","Arugula","Yes",0,"Kilogram","kg","GBP",16.49
"335","Les Sorinières","Urban Farm","LN","Crop","Basil","","Basil","Yes",5.07,"Bunch","kg","EUR",16.31
"336","Nantes","Urban Farm","PT","Crop","Basil","","Basil","Yes",5.265,"Bunch","kg","EUR",16.31
"337","Nantes","Urban Farm","PT","Crop","Mint","","Mint","Yes",0.91,"Bunch","kg","EUR",16.31
"338","Les Sorinières","Urban Farm","LN","Crop","Parsley","","Parsley","Yes",0,"Bunch","kg","EUR",16.31
"339","Les Sorinières","Urban Farm","LN","Crop","Verbena","Verbena","Verbena","Yes",0,"Bunch","kg","EUR",16.31
"340","Nantes","Urban Farm","PT","Crop","Thyme","","Thyme","Yes",0,"Bunch","kg","EUR",16.31
"341","Nantes","Urban Individual Garden","ALFR5","Crop","Basil","","Basil","Yes",0,"","kg","EUR",16.3
"342","Nantes","Urban Individual Garden","ALFR6","Crop","Coriander","","Coriander","Yes",0,"","kg","EUR",16.3
"343","Paris","Mixed model","UZ","Crop","Coriander","","Coriander","Yes",3.69,"Kilogram","kg","EUR",16
"344","Paris","Mixed model","BG","Crop","Sage","","Sage","Yes",4.835,"Kilogram","kg","EUR",16
"345","Paris","Mixed model","BG","Crop","Strawberries","","Strawberries","Yes",45.28,"Kilogram","kg","EUR",16
"346","Paris","Mixed model","BG","Crop","Oregano","","Oregano","Yes",0.39,"Kilogram","kg","EUR",16
"347","Paris","Mixed model","BG","Crop","Rosemary","","Rosemary","Yes",1.195,"Kilogram","kg","EUR",16
"348","Nantes","Urban Individual Garden","ALFR6","Crop","Purslane","","Purslane","Yes",0.155,"Kilogram","kg","EUR",16
"349","Paris","Mixed model","UZ","Crop","Mint","","Mint","Yes",3.68,"Kilogram","kg","EUR",16
"350","Paris","Mixed model","UZ","Crop","Oregano","","Oregano","Yes",0.067,"Kilogram","kg","EUR",16
"351","Paris","Mixed model","UZ","Crop","Rosemary","","Rosemary","Yes",0.081,"Kilogram","kg","EUR",16
"352","Paris","Mixed model","UZ","Crop","Sage","","Sage","Yes",4.411,"Kilogram","kg","EUR",16
"353","Aubervilliers","Urban Farm","NT","Crop","Sage","","Sage","Yes",0.06,"Kilogram","kg","EUR",16
"354","Paris","Mixed model","UZ","Crop","Chamomile","","Chamomile","Yes",0,"","kg","EUR",16
"355","Paris","Mixed model","UZ","Crop","Strawberries","","Strawberries","Yes",0,"Kilogram","kg","EUR",16
"356","London","Urban Collective Garden","AF","Crop","Mixed salad greens","","Mixed salad greens","No",0,"Kilogram","kg","GBP",16
"357","Aubervilliers","Urban Farm","NT","Crop","Oregano","","Oregano","Yes",0,"Kilogram","kg","EUR",16
"358","Nantes","Urban Individual Garden","ALFR5","Crop","Other (herbs)","","Other (herbs)","Yes",0,"","kg","EUR",16
"359","New York","Urban Collective Garden","FU","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",1.814,"Null (not sold)","kg","USD",15.98
"360","New York","Urban Collective Garden","BV","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",19.48,"Null (not sold)","kg","USD",15.98
"361","New York","Urban Collective Garden","IE","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",0,"Null (not sold)","kg","USD",15.98
"362","New York","Urban Collective Garden","NP","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",6.486,"Null (not sold)","kg","USD",15.98
"363","New York","Urban Collective Garden","UC","Crop","Sugar Snap Peas","","Sugar Snap Peas","No",59.072,"Null (not sold)","kg","USD",15.98
"364","New York","Urban Collective Garden","OM","Crop","Sugar Snap Peas","","Sugar Snap Peas","Yes",8.256,"Null (not sold)","kg","USD",15.98
"365","Bochum","Urban Individual Garden","RO","Crop","Onion- Green","","Onion- Green","Yes",0.2,"","kg","EUR",15.93
"366","Bochum","Urban Individual Garden","RO","Crop","Onion- Green","","Onion- Green","Yes",0.16,"","kg","EUR",15.93
"367","Münster","Urban Individual Garden","UD","Crop","Onion- Green","","Onion- Green","Yes",2.59,"","kg","EUR",15.93
"368","Münster","Urban Individual Garden","VR","Crop","Onion- Green","","Onion- Green","Yes",0.4,"","kg","EUR",15.93
"369","Hertford","Urban Collective Garden","GY","Crop","Spinach","","Spinach","Yes",0.1,"","kg","GBP",15.91
"370","London","Urban Collective Garden","HS","Crop","Spinach","","Spinach","Yes",0.88,"Kilogram","kg","GBP",15.91
"371","London","Urban Collective Garden","ZJ","Crop","Spinach","","Spinach","Yes",5.823,"Kilogram","kg","GBP",15.91
"372","London","Urban Farm","YM","Crop","Spinach","","Spinach","Yes",275,"Kilogram","kg","GBP",15.91
"373","London","Urban Farm","HG","Crop","Spinach","Bengali","Spinach","Yes",0.313,"Kilogram","kg","GBP",15.91
"374","London","Urban Farm","YM","Crop","Spinach","New Zealand","Spinach","Yes",5,"Kilogram","kg","GBP",15.91
"375","London","Urban Individual Garden","FT","Crop","Spinach","","Spinach","No",1.751,"","kg","GBP",15.91
"376","Münster","Urban Individual Garden","UD","Crop","Gooseberry","","Gooseberry","Yes",0.45,"","kg","EUR",15.69
"377","Lünen","Urban Individual Garden","AZ","Crop","Gooseberry","","Gooseberry","Yes",0,"","kg","EUR",15.69
"378","Münster","Urban Individual Garden","XZ","Crop","Gooseberry","","Gooseberry","Yes",5.65,"","kg","EUR",15.69
"379","Bochum","Urban Individual Garden","RO","Crop","Gooseberry","","Gooseberry","Yes",1.66,"","kg","EUR",15.69
"380","Münster","Urban Individual Garden","NE","Crop","Gooseberry","","Gooseberry","Yes",0.66,"","kg","EUR",15.69
"381","Münster","Urban Individual Garden","LO","Crop","Gooseberry","","Gooseberry","Yes",1,"","kg","EUR",15.69
"382","Münster","Urban Individual Garden","AS","Crop","Gooseberry","","Gooseberry","Yes",0.23,"","kg","EUR",15.69
"383","Bochum","Urban Individual Garden","JM","Crop","Gooseberry","","Gooseberry","Yes",0.68,"","kg","EUR",15.69
"384","Münster","Urban Individual Garden","UD","Crop","Blueberries","","Blueberries","Yes",0.05,"","kg","EUR",15.16
"385","Bochum","Urban Individual Garden","RO","Crop","Blueberries","","Blueberries","Yes",3.294,"","kg","EUR",15.16
"386","Münster","Urban Individual Garden","UD","Crop","Blueberries","","Blueberries","Yes",0.23,"","kg","EUR",15.16
"387","Münster","Urban Individual Garden","LO","Crop","Blueberries","","Blueberries","Yes",0,"","kg","EUR",15.16
"388","Gorzow Wklp","Urban Individual Garden","ALPC5","Crop","Garlic","","Garlic","Yes",0.17,"Piece","kg","EUR",15.11
"389","Gorzow Wklp","Urban Individual Garden","JH","Crop","Garlic","","Garlic","Yes",2,"Piece","kg","EUR",15.11
"390","Gorzow Wklp","Urban Individual Garden","ALPB3","Crop","Garlic","","Garlic","Yes",4.8,"Piece","kg","EUR",15.11
"391","Gorzow Wklp","Urban Individual Garden","ALPE8","Crop","Garlic","","Garlic","Yes",5,"Piece","kg","EUR",15.11
"392","Gorzow Wklp","Urban Individual Garden","ALPC3","Crop","Garlic","","Garlic","Yes",0,"Piece","kg","EUR",15.11
"393","Gorzow Wklp","Urban Individual Garden","ALPB4","Crop","Garlic","","Garlic","Yes",0,"Piece","kg","EUR",15.11
"394","Gorzow Wklp","Urban Individual Garden","ALPD2","Crop","Garlic","","Garlic","Yes",1,"Piece","kg","EUR",15.11
