"","City","Country","IOClass1","IOClass2","IODescription","IOSpecific","Source","CropsConcerned","IOLifeTime","Count","AreaOfBase","Material1","Material1Description","AmountMaterial1","UnitsMaterial1","Material2","Material2Description","AmountMaterial2","UnitsMaterial2","Material3","Material3Description","AmountMaterial3","UnitsMaterial3","Material4","Material4Description","AmountMaterial4","UnitsMaterial4","Material5","Material5Description","AmountMaterial5","UnitsMaterial5","Material6","Material6Description","AmountMaterial6","UnitsMaterial6","UnknownMaterial","UsedInLCA","MeasurementMethod","RaisedBedMaterialBased","SoilOM","SoilpH","SoilN","SoilP","SoilK","SoilMg","SoilTexture","SoilPAH","SoilPb","FoodProductionArea","AssociatedProducts","AssociatedInfra","Allocation.to.food.production...JKH.Formula","Conservative.allocation.to.food.production...JH","Material1ReclaimedOrRecycled","Material2ReclaimedOrRecycled","Material3ReclaimedOrRecycled","Material4ReclaimedOrRecycled","Material5ReclaimedOrRecycled","Material6ReclaimedOrRecycled","FarmType","Farm"
"61","London","GB","Infrastructure","Root block textile","","","New","",NA,1,NA,"Unknown plastic","Textile - JH",4.5,"m2","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","Polypropylene","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,100,"","Root block textile","100%","100%","New","New","New","New","New","New","Urban Collective Garden","HS"
"62","London","GB","Infrastructure","Root block textile","","","Reused","",NA,5,NA,"Unknown plastic","Textile - JH",2.8,"m2","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","Polypropylene","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,100,"","Root block textile","100%","100%","New","New","New","New","New","New","Urban Collective Garden","HS"
"63","London","GB","Infrastructure","Root block textile","","","New","",NA,1,NA,"Unknown plastic","Textile - JH",2.8,"m2","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","Polypropylene","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,100,"","Root block textile","100%","100%","New","New","New","New","New","New","Urban Collective Garden","HS"
"64","Bochum","DE","Infrastructure","Bed border (low)","","","New","",NA,1,4.65,"Concrete","",1.4,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Bed border (low)","35%","30%","New","New","New","New","New","New","Urban Individual Garden","JM"
"65","Bochum","DE","Infrastructure","Fence","","","New","",NA,1,80,"Plastic coated steel","",83.2,"kg","Plastic coated steel","",52,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Fence","35%","30%","New","New","New","New","New","New","Urban Individual Garden","JM"
"66","Bochum","DE","Infrastructure","Fence","","","New","",NA,1,50,"Plastic coated steel","",24,"kg","Plastic coated steel","",26,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Fence","35%","30%","New","New","New","New","New","New","Urban Individual Garden","JM"
"67","Bochum","DE","Infrastructure","Garden House","","","New","",NA,1,22.75,"Brick","",8.12,"m3","Bitumen/tar membrane","",108.42,"kg","Wood (new)","",0.48,"m3","Aluminum","",16.5,"kg","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Garden House","35%","0%","New","New","New","New","New","New","Urban Individual Garden","JM"
"68","Bochum","DE","Infrastructure","Greenhouses","","https://www.mygardenhome.de/gewaechshaeuser/aluminium/Aluminium-Gewaechshaus-6x8-silber-inkl-Oeffner-190x252-cm.html?gmc=1&gclid=CjwKCAjwiZnnBRBQEiwAcWKfYk8onCa4F31EyFotqMz2fOKeoikPZC4UavN4vkx9q4mToGVXJfO4KhoCj10QAvD_BwE","New","",NA,1,4.32,"Aluminum","",24.03,"kg","Polycarbonate","",13.97,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","JM"
"69","Bochum","DE","Infrastructure","Pathway","","","New","",NA,1,46,"Concrete","",1.84,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Pathway","35%","0%","New","New","New","New","New","New","Urban Individual Garden","JM"
"70","Bochum","DE","Infrastructure","Pavement","","","New","",NA,1,14.4,"Concrete","",0.58,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Pavement","100%","0%","New","New","New","New","New","New","Urban Individual Garden","JM"
"71","Bochum","DE","Infrastructure","Raised Beds","","","New","",NA,1,0.7,"Wood (new)","",0.06,"m3","Polycarbonate","",9.4,"kg","Top soil","",0.42,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Soil","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","JM"
"72","Bochum","DE","Infrastructure","Raised Beds","","","New","",NA,1,0.5,"Wood (new)","",0.13,"m3","Polycarbonate","",2.1,"kg","Top soil","",0.2,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","JM"
"73","Bochum","DE","Infrastructure","Raised Beds","","","New","",NA,1,0.84,"Wood (reclaimed)","",0.08,"m3","Top soil","",0.336,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Other","",NA,NA,NA,NA,NA,"",NA,NA,358,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Individual Garden","JM"
"74","Bochum","DE","Infrastructure","Soil or substrate","","","New","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.9,NA,116,9,9,"Sandy loam",NA,NA,358,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","JM"
"75","Bochum","DE","Infrastructure","Compost Bins","","","New","",NA,13,0.72,"Polypropylene","",11,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Compost Bins","75%","70%","New","New","New","New","New","New","Urban Individual Garden","RO"
"76","Bochum","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Plastic coated steel","",9.12,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Fence","55%","50%","New","New","New","New","New","New","Urban Individual Garden","RO"
"77","Bochum","DE","Infrastructure","Garden House","","","New","",NA,1,28,"Brick","",18.48,"m3","Glass","",0.33,"m3","Other ","Clay brick roof",1123,"kg","Wood (new)","",0.07,"m3","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Garden House","100%","0%","New","New","New","New","New","New","Urban Individual Garden","RO"
"78","Bochum","DE","Infrastructure","Gazebos","","","New","",NA,1,9,"Wood (new)","",0.3,"m3","Wood (new)","Wood bridle ",8.1,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Gazebos","55%","0%","New","New","New","New","New","New","Urban Individual Garden","RO"
"79","Bochum","DE","Infrastructure","Greenhouses","","","New","",NA,1,7.2,"Aluminum","",30,"kg","Polycarbonate","",38.3,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","RO"
"80","Bochum","DE","Infrastructure","Hoop Houses","","","New","",NA,1,4.5,"Steel","",20.17,"kg","HDPE (high-density polyethylene)","",3.33,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Hoop Houses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","RO"
"81","Bochum","DE","Infrastructure","Hoop Houses","","","New","",NA,1,7.5,"Wood (new)","",0.07,"m3","Polycarbonate","",16.72,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Hoop Houses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","RO"
"82","Bochum","DE","Infrastructure","Pavement","","","New","",NA,1,62,"Natural stone","",2.48,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Pavement","55%","0%","New","New","New","New","New","New","Urban Individual Garden","RO"
"83","Bochum","DE","Infrastructure","Poles or supports","","","New","",NA,11,NA,"Plastic coated steel","",1,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Poles/supports","55%","50%","New","New","New","New","New","New","Urban Individual Garden","RO"
"84","Bochum","DE","Infrastructure","Raised Beds","","","Reused","",NA,1,2.44,"Brick","",0.62,"m3","Top soil","",0.976,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","RO"
"85","Bochum","DE","Infrastructure","Raised Beds","","","New","",NA,1,9.12,"Wood (new)","",0.4,"m3","Unknown plastic","Textile - JH",20,"m2","Top soil","",5.928,"m3","","",NA,"","","",NA,"","",NA,NA,"","Polypropylene","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","RO"
"86","Bochum","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.7,NA,50,27,26,"Sandy loam",NA,NA,742,"","Soil/substrate","75%","70%","New","New","New","New","New","New","Urban Individual Garden","RO"
"87","Bochum","DE","Infrastructure","Water Tank","","","New","",NA,2,1.57,"PET (polyethylene terephthalate)","",12,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Water Tank","75%","70%","New","New","New","New","New","New","Urban Individual Garden","RO"
"88","Bochum","DE","Infrastructure","Water Tank","","","New","",NA,2,1.26,"PET (polyethylene terephthalate)","",5,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,742,"","Water Tank","75%","70%","New","New","New","New","New","New","Urban Individual Garden","RO"
"89","Dortmund","DE","Infrastructure","Bed border (low)","","","New","",NA,1,1.1,"Concrete","",0.43,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Bed border (low)","35%","30%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"90","Dortmund","DE","Infrastructure","Compost Bins","","","Reused","",NA,1,2.1,"Steel","",14,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Compost Bins","35%","30%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"91","Dortmund","DE","Infrastructure","Decks","","","New","",NA,1,29.5,"Concrete","",1.2,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Decks","75%","0%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"92","Dortmund","DE","Infrastructure","Garden House","","","New","",NA,1,27,"Brick","",12.04,"m3","Other ","fibre cement boards",467.8,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Garden House","75%","0%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"93","Dortmund","DE","Infrastructure","Greenhouses","","","Reused","",NA,1,4.5,"Wood (reclaimed)","",0.08,"m3","Polycarbonate","",32.4,"kg","PVC (polyvinyl chloride)","",5.4,"kg","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Greenhouses","100%","100%","Reused","New","New","New","New","New","Urban Individual Garden","YQ"
"94","Dortmund","DE","Infrastructure","Pathway","","","New","",NA,1,27.2,"Concrete","",1.1,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Pathway","75%","0%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"95","Dortmund","DE","Infrastructure","Pergola","","","New","",NA,1,NA,"Wood (reclaimed)","",0.06,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Pergola","75%","0%","Reused","New","New","New","New","New","Urban Individual Garden","YQ"
"96","Dortmund","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","","",6.8,NA,62,24,11,"Sandy loam",NA,NA,316,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"97","Dortmund","DE","Infrastructure","Water Tank","","","Reused","",NA,2,NA,"HDPE (high-density polyethylene)","",4.2,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"98","Dortmund","DE","Infrastructure","Water Tank","","","New","",NA,1,NA,"HDPE (high-density polyethylene)","",60,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","","",NA,NA,NA,NA,NA,"",NA,NA,316,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","YQ"
"99","Dortmund","DE","Infrastructure","Compost Bins","","","Reused","",NA,1,2.1,"Iron","",25,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Compost Bins","45%","40%","New","New","New","New","New","New","Urban Individual Garden","PV"
"100","Dortmund","DE","Infrastructure","Fence","","","New","",NA,1,NA,"Steel","",7.7,"kg","Plastic coated steel","",1.68,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Fence","25%","20%","New","New","New","New","New","New","Urban Individual Garden","PV"
"101","Dortmund","DE","Infrastructure","Garden House","","","New","",NA,1,24,"Brick","",11.8,"m3","Other ","fibre cement boards",410,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Garden House","25%","0%","New","New","New","New","New","New","Urban Individual Garden","PV"
"102","Dortmund","DE","Infrastructure","Greenhouses","","","Reused","",NA,1,2.6,"Polycarbonate","",20.61,"kg","Wood (reclaimed)","",0.072,"m3","Unknown plastic","",0.04,"m3","","",NA,"","","",NA,"","",NA,NA,"","Polycarbonate","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Greenhouses","100%","100%","New","Reused","New","New","New","New","Urban Individual Garden","PV"
"103","Dortmund","DE","Infrastructure","Greenhouses","","","New","",NA,1,3.04,"Polycarbonate","",18.93,"kg","Aluminum","",9.07,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","PV"
"104","Dortmund","DE","Infrastructure","Pathway","","","New","",NA,1,27.4,"Concrete","",1.1,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Pathway","25%","0%","New","New","New","New","New","New","Urban Individual Garden","PV"
"105","Dortmund","DE","Infrastructure","Pathway","","","New","",NA,1,2.88,"Other ","exposed aggregate concrete",0.12,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Pathway","25%","0%","New","New","New","New","New","New","Urban Individual Garden","PV"
"106","Dortmund","DE","Infrastructure","Pergola","","","New","",NA,1,11.9,"Wood (new)","",0.14,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Pergola","25%","0%","New","New","New","New","New","New","Urban Individual Garden","PV"
"107","Dortmund","DE","Infrastructure","Raised Beds","","","Reused","",NA,2,4.5,"Wood (reclaimed)","",0.06,"m3","Top soil","",1.8,"m3","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Raised Beds","100%","100%","Reused","New","New","New","New","New","Urban Individual Garden","PV"
"108","Dortmund","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.8,NA,126,34,22,"Sandy loam",NA,NA,219,"","Soil/substrate","100%","100%","New","New","New","New","New","New","Urban Individual Garden","PV"
"109","Dortmund","DE","Infrastructure","Water Tank","","","Reused","",NA,1,1,"HDPE (high-density polyethylene)","",30,"kg","Steel","",35,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,219,"","Water Tank","45%","40%","New","New","New","New","New","New","Urban Individual Garden","PV"
"110","Lünen","DE","Infrastructure","Beehives","","","New","",NA,1,15,"Wood (new)","",5.85,"m3","Other ","Wood bridle ",18.9,"kg","Other ","zinc sheet (wall cover)",38.77,"kg","Steel","",13.38,"kg","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Beehives","100%","0%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"111","Lünen","DE","Infrastructure","Compost Bins","","","New","",NA,3,1,"Steel","",14.7,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Compost Bins","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"112","Lünen","DE","Infrastructure","Decks","","","New","",NA,1,19.04,"Natural stone","",0.95,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Decks","45%","0%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"113","Lünen","DE","Infrastructure","Greenhouses","","Krieger","New","",NA,1,21,"Aluminum","",91.29,"kg","Other ","Plexiglas (PMMA)",255.34,"kg","Concrete","",0.88,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"114","Lünen","DE","Infrastructure","Greenhouses","","","New","",NA,1,23.5,"Steel","",70.56,"kg","Unknown plastic","",3.5,"kg","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","LDPE (low-density polyethylene)","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Greenhouses","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"115","Lünen","DE","Infrastructure","Hose","","","New","",NA,1,NA,"Unknown plastic","",30,"m","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","Rubber","Yes","","","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Hose","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"116","Lünen","DE","Infrastructure","Pergola","","","New","",NA,1,40,"Wood (new)","",3.31,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Pergola","45%","0%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"117","Lünen","DE","Infrastructure","Pergola","","","New","",NA,1,22.4,"Wood (new)","",1.93,"m3","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Pergola","45%","0%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"118","Lünen","DE","Infrastructure","Raised Beds","","","New","",NA,4,2.64,"Wood (new)","",0.22,"m3","Concrete","",0.18,"m3","Generic potting soil","",1.8,"m3","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement","Soil","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Raised Beds","100%","100%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"119","Lünen","DE","Infrastructure","Soil or substrate","","","","",NA,1,NA,"","",NA,"","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Laboratory","Null","",6.9,NA,26,3,13,"Sandy loam",NA,NA,768,"","Soil/substrate","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"120","Lünen","DE","Infrastructure","Storage shed or box","","","New","",NA,1,26,"Wood (new)","",7.21,"m3","Glass","",365,"kg","Other ","zinc sheet (wall cover) ",44.24,"kg","Steel","",26.76,"kg","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Storage shed/box","45%","40%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"121","Lünen","DE","Infrastructure","Water Tank","","","New","",NA,4,0.2,"Polypropylene","",10,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AZ"
"122","Lünen","DE","Infrastructure","Water Tank","","","New","",NA,1,0.3,"Polypropylene","",12,"kg","","",NA,"","","",NA,"","","",NA,"","","",NA,"","",NA,NA,"","","Yes","Field Measurement,Product Specifications","Null","",NA,NA,NA,NA,NA,"",NA,NA,768,"","Water Tank","35%","30%","New","New","New","New","New","New","Urban Individual Garden","AZ"
